order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
62,35,5,1,1309.0,0,1309.0
63,35,47,2,619.0,5,1176.1
64,36,14,1,1879.0,15,1597.15
65,37,42,1,1809.0,0,1809.0
66,37,50,1,909.0,0,909.0
67,38,26,1,1159.0,0,1159.0
68,39,40,2,529.0,0,1058.0
69,39,44,1,2559.0,5,2431.05
70,40,43,1,1379.0,10,1241.1
71,40,10,1,989.0,15,840.65
72,40,48,1,769.0,0,769.0
73,41,3,1,1099.0,0,1099.0
74,41,43,1,1379.0,15,1172.15
75,42,3,1,1099.0,0,1099.0
76,42,42,1,1809.0,10,1628.1
77,43,12,1,1629.0,0,1629.0
78,44,5,1,1309.0,5,1243.55
79,45,23,2,1919.0,10,3454.2
80,45,32,1,499.0,15,424.15
81,46,15,1,1289.0,5,1224.55
82,46,5,1,1309.0,0,1309.0
83,46,33,1,1149.0,0,1149.0
84,47,15,1,1289.0,0,1289.0
85,48,31,3,959.0,0,2877.0
86,49,3,1,1099.0,5,1044.05
87,49,9,1,739.0,0,739.0
88,50,12,1,1629.0,20,1303.2
89,50,34,1,1229.0,5,1167.55
90,51,6,1,2589.0,20,2071.2
91,51,14,1,1879.0,15,1597.15
92,51,29,1,2439.0,0,2439.0
93,51,39,1,739.0,10,665.1
94,52,43,1,1379.0,5,1310.05
95,53,39,1,739.0,0,739.0
96,53,38,1,909.0,0,909.0
97,54,33,1,1149.0,10,1034.1
98,55,40,1,529.0,0,529.0
99,55,39,1,739.0,10,665.1
100,56,39,1,739.0,5,702.05
101,57,24,1,1159.0,10,1043.1
102,57,3,1,1099.0,0,1099.0
103,58,49,1,659.0,10,593.1
104,59,15,1,1289.0,0,1289.0
105,59,6,2,2589.0,15,4401.3
106,60,1,1,2449.0,0,2449.0
107,60,37,1,929.0,0,929.0
108,60,34,1,1229.0,10,1106.1
109,61,42,1,1809.0,5,1718.55
110,62,18,1,1129.0,0,1129.0
111,62,44,1,2559.0,0,2559.0
112,63,17,2,1929.0,5,3665.1
113,63,20,1,1729.0,10,1556.1
114,64,8,1,2629.0,0,2629.0
115,64,48,1,769.0,10,692.1
116,65,22,1,699.0,5,664.05
117,65,36,1,489.0,10,440.1
118,66,6,1,2589.0,10,2330.1
119,67,15,1,1289.0,5,1224.55
120,67,24,1,1159.0,10,1043.1
121,67,6,1,2589.0,15,2200.65
122,68,39,1,739.0,0,739.0
123,69,43,2,1379.0,15,2344.3
124,70,34,1,1229.0,0,1229.0
125,70,45,1,2579.0,0,2579.0
126,71,11,1,949.0,0,949.0
127,72,38,1,909.0,0,909.0
128,73,36,1,489.0,0,489.0
129,74,39,1,739.0,5,702.05
130,74,13,1,449.0,0,449.0
131,75,36,1,489.0,0,489.0
132,76,17,1,1929.0,0,1929.0
133,76,35,1,389.0,0,389.0
134,76,37,1,929.0,0,929.0
135,77,30,1,599.0,10,539.1
136,78,41,1,1199.0,10,1079.1
137,79,27,1,2319.0,20,1855.2
138,80,6,1,2589.0,10,2330.1
139,80,26,1,1159.0,0,1159.0
140,80,44,1,2559.0,5,2431.05
141,81,37,1,929.0,0,929.0
142,81,18,1,1129.0,10,1016.1
143,82,16,1,1049.0,15,891.65
144,83,40,2,529.0,0,1058.0
145,83,23,3,1919.0,0,5757.0
146,84,1,1,2449.0,15,2081.65
147,84,49,1,659.0,20,527.2
148,85,37,1,929.0,15,789.65
149,86,18,1,1129.0,0,1129.0
150,87,35,1,389.0,0,389.0
151,88,30,1,599.0,10,539.1
152,88,8,1,2629.0,5,2497.55
153,89,7,1,919.0,5,873.05
154,89,21,1,1429.0,0,1429.0
155,89,24,1,1159.0,5,1101.05
156,90,24,1,1159.0,0,1159.0
157,90,12,1,1629.0,10,1466.1
158,90,32,1,499.0,0,499.0
159,90,28,1,909.0,15,772.65
160,91,37,1,929.0,0,929.0
161,91,44,1,2559.0,0,2559.0
162,92,13,1,449.0,0,449.0
163,93,32,1,499.0,5,474.05
164,93,9,1,739.0,10,665.1
165,93,41,1,1199.0,10,1079.1
166,94,26,1,1159.0,0,1159.0
167,94,7,1,919.0,0,919.0
168,94,45,1,2579.0,0,2579.0
169,95,24,1,1159.0,5,1101.05
170,95,36,1,489.0,10,440.1
171,96,44,1,2559.0,20,2047.2
172,97,12,3,1629.0,20,3909.6
173,98,50,1,909.0,10,818.1
174,99,10,1,989.0,15,840.65
175,100,5,1,1309.0,0,1309.0
176,101,46,1,1669.0,5,1585.55
177,101,18,1,1129.0,0,1129.0
178,101,39,2,739.0,0,1478.0
179,102,27,1,2319.0,15,1971.15
180,102,11,2,949.0,0,1898.0
181,102,12,1,1629.0,0,1629.0
182,103,11,1,949.0,0,949.0
183,103,26,2,1159.0,0,2318.0
184,104,34,1,1229.0,10,1106.1
185,105,42,1,1809.0,0,1809.0
186,105,25,1,2249.0,10,2024.1
187,105,20,1,1729.0,0,1729.0
188,106,3,1,1099.0,10,989.1
189,107,18,1,1129.0,20,903.2
190,107,36,1,489.0,10,440.1
191,107,29,3,2439.0,0,7317.0
192,107,9,1,739.0,5,702.05
193,108,23,1,1919.0,5,1823.05
194,109,17,1,1929.0,0,1929.0
195,109,10,1,989.0,5,939.55
196,109,20,1,1729.0,10,1556.1
197,110,45,1,2579.0,15,2192.15
198,110,32,1,499.0,5,474.05
199,111,1,1,2449.0,5,2326.55
200,112,16,1,1049.0,0,1049.0
201,113,41,1,1199.0,0,1199.0
202,114,18,1,1129.0,0,1129.0
203,115,30,1,599.0,5,569.05
204,116,2,1,759.0,0,759.0
205,116,10,1,989.0,5,939.55
206,117,29,1,2439.0,10,2195.1
207,118,22,1,699.0,0,699.0
208,119,22,1,699.0,10,629.1
209,119,6,1,2589.0,20,2071.2
210,120,31,1,959.0,0,959.0
211,121,50,1,909.0,10,818.1
212,121,46,1,1669.0,0,1669.0
213,121,16,1,1049.0,10,944.1
214,121,25,1,2249.0,0,2249.0
215,122,14,1,1879.0,0,1879.0
216,122,31,1,959.0,20,767.2
217,123,36,1,489.0,0,489.0
218,123,34,1,1229.0,5,1167.55
219,123,8,3,2629.0,0,7887.0
220,124,41,1,1199.0,0,1199.0
221,125,26,1,1159.0,10,1043.1
222,126,45,1,2579.0,5,2450.05
223,127,44,1,2559.0,5,2431.05
224,128,35,1,389.0,5,369.55
225,128,7,3,919.0,0,2757.0
226,128,9,1,739.0,5,702.05
227,129,25,1,2249.0,0,2249.0
228,129,23,1,1919.0,15,1631.15
229,129,47,3,619.0,5,1764.15
230,130,13,1,449.0,5,426.55
231,131,39,1,739.0,15,628.15
232,132,17,1,1929.0,0,1929.0
233,132,35,1,389.0,0,389.0
234,133,24,1,1159.0,10,1043.1
235,134,35,1,389.0,10,350.1
236,135,10,1,989.0,5,939.55
237,136,34,1,1229.0,10,1106.1
238,137,7,1,919.0,5,873.05
239,138,43,1,1379.0,10,1241.1
240,138,32,1,499.0,0,499.0
241,138,34,1,1229.0,0,1229.0
242,138,40,2,529.0,5,1005.1
243,139,32,1,499.0,5,474.05
244,139,6,1,2589.0,5,2459.55
245,140,24,1,1159.0,0,1159.0
246,140,46,1,1669.0,0,1669.0
247,140,4,1,2979.0,0,2979.0
248,140,40,1,529.0,0,529.0
249,141,35,1,389.0,0,389.0
250,141,25,1,2249.0,5,2136.55
251,142,48,2,769.0,5,1461.1
252,143,45,1,2579.0,10,2321.1
253,144,33,1,1149.0,0,1149.0
254,145,23,1,1919.0,15,1631.15
255,146,47,1,619.0,5,588.05
256,146,21,1,1429.0,5,1357.55
257,147,17,1,1929.0,20,1543.2
258,147,24,3,1159.0,0,3477.0
259,148,39,1,739.0,5,702.05
260,148,2,1,759.0,20,607.2
261,149,21,1,1429.0,10,1286.1
262,149,2,1,759.0,15,645.15
263,149,50,1,909.0,5,863.55
264,149,45,1,2579.0,5,2450.05
265,150,9,1,739.0,0,739.0
266,150,17,3,1929.0,5,5497.65
267,151,26,1,1159.0,5,1101.05
268,152,31,1,959.0,0,959.0
269,153,37,1,929.0,0,929.0
270,153,25,1,2249.0,0,2249.0
271,154,8,1,2629.0,15,2234.65
272,155,1,1,2449.0,5,2326.55
273,156,35,1,389.0,5,369.55
274,157,44,2,2559.0,10,4606.2
275,158,6,1,2589.0,0,2589.0
276,158,15,1,1289.0,0,1289.0
277,158,28,1,909.0,0,909.0
278,159,26,1,1159.0,0,1159.0
279,159,17,1,1929.0,5,1832.55
280,160,26,1,1159.0,10,1043.1
281,161,16,2,1049.0,0,2098.0
282,161,5,1,1309.0,10,1178.1
283,161,18,1,1129.0,5,1072.55
284,161,50,1,909.0,0,909.0
285,162,23,1,1919.0,5,1823.05
286,163,29,1,2439.0,0,2439.0
287,163,40,1,529.0,0,529.0
288,164,47,1,619.0,15,526.15
289,165,10,1,989.0,15,840.65
290,166,20,1,1729.0,5,1642.55
291,167,14,1,1879.0,5,1785.05
292,168,10,1,989.0,0,989.0
293,168,45,1,2579.0,15,2192.15
294,168,43,1,1379.0,5,1310.05
295,168,2,1,759.0,0,759.0
296,169,18,1,1129.0,5,1072.55
297,169,4,1,2979.0,15,2532.15
298,170,43,1,1379.0,0,1379.0
299,171,25,1,2249.0,20,1799.2
300,171,15,1,1289.0,0,1289.0
301,171,33,1,1149.0,0,1149.0
302,172,36,1,489.0,15,415.65
303,173,22,1,699.0,0,699.0
304,173,32,1,499.0,0,499.0
305,174,16,1,1049.0,20,839.2
306,175,2,1,759.0,15,645.15
307,175,36,1,489.0,0,489.0
308,176,25,2,2249.0,15,3823.3
309,176,34,1,1229.0,10,1106.1
310,176,44,1,2559.0,0,2559.0
311,176,40,1,529.0,5,502.55
312,177,35,1,389.0,0,389.0
313,178,9,1,739.0,10,665.1
314,178,20,1,1729.0,5,1642.55
315,178,45,1,2579.0,0,2579.0
316,179,21,1,1429.0,0,1429.0
317,180,47,1,619.0,0,619.0
318,181,48,1,769.0,15,653.65
319,181,41,1,1199.0,0,1199.0
320,182,40,1,529.0,5,502.55
321,183,23,1,1919.0,5,1823.05
322,183,6,1,2589.0,5,2459.55
323,183,45,1,2579.0,5,2450.05
324,183,50,2,909.0,10,1636.2
325,184,9,1,739.0,0,739.0
326,184,11,1,949.0,0,949.0
327,185,43,1,1379.0,20,1103.2
328,186,29,1,2439.0,5,2317.05
329,186,40,1,529.0,0,529.0
330,187,39,1,739.0,10,665.1
331,188,48,1,769.0,5,730.55
332,189,3,1,1099.0,15,934.15
333,190,3,1,1099.0,5,1044.05
334,190,36,1,489.0,5,464.55
335,190,25,1,2249.0,0,2249.0
336,191,19,1,339.0,0,339.0
337,191,30,1,599.0,5,569.05
338,191,11,1,949.0,0,949.0
339,192,47,1,619.0,0,619.0
340,192,33,1,1149.0,10,1034.1
341,193,12,1,1629.0,5,1547.55
342,194,42,1,1809.0,15,1537.65
343,195,46,1,1669.0,0,1669.0
344,196,33,1,1149.0,5,1091.55
345,197,11,1,949.0,15,806.65
346,197,22,1,699.0,15,594.15
347,197,37,1,929.0,0,929.0
348,198,20,1,1729.0,20,1383.2
349,198,47,1,619.0,0,619.0
350,198,50,1,909.0,0,909.0
351,199,1,1,2449.0,5,2326.55
352,200,32,1,499.0,0,499.0
353,201,39,1,739.0,0,739.0
354,201,1,1,2449.0,5,2326.55
355,202,23,1,1919.0,0,1919.0
356,202,3,1,1099.0,0,1099.0
357,203,27,1,2319.0,0,2319.0
358,203,12,1,1629.0,10,1466.1
359,203,11,2,949.0,10,1708.2
360,203,44,1,2559.0,5,2431.05
361,204,3,1,1099.0,10,989.1
362,204,6,3,2589.0,0,7767.0
363,205,5,1,1309.0,0,1309.0
364,206,34,1,1229.0,5,1167.55
365,206,27,1,2319.0,10,2087.1
366,207,34,1,1229.0,10,1106.1
367,207,6,1,2589.0,5,2459.55
368,207,31,1,959.0,10,863.1
369,208,34,1,1229.0,20,983.2
370,208,37,1,929.0,0,929.0
371,209,41,2,1199.0,5,2278.1
372,210,13,1,449.0,0,449.0
373,211,14,1,1879.0,0,1879.0
374,211,40,1,529.0,5,502.55
375,211,27,1,2319.0,5,2203.05
376,211,3,1,1099.0,0,1099.0
377,212,20,1,1729.0,5,1642.55
378,212,33,1,1149.0,10,1034.1
379,213,37,1,929.0,20,743.2
380,213,40,1,529.0,10,476.1
381,214,31,1,959.0,0,959.0
382,214,3,1,1099.0,0,1099.0
383,214,42,1,1809.0,5,1718.55
384,215,48,1,769.0,0,769.0
385,215,4,1,2979.0,10,2681.1
386,215,34,1,1229.0,0,1229.0
387,216,23,1,1919.0,0,1919.0
388,217,25,2,2249.0,5,4273.1
389,218,8,1,2629.0,0,2629.0
390,218,49,1,659.0,15,560.15
391,219,16,1,1049.0,0,1049.0
392,220,24,1,1159.0,10,1043.1
393,220,3,1,1099.0,15,934.15
394,221,33,1,1149.0,0,1149.0
395,222,50,1,909.0,10,818.1
396,222,21,1,1429.0,0,1429.0
397,222,10,1,989.0,20,791.2
398,223,46,1,1669.0,15,1418.65
399,224,39,1,739.0,15,628.15
400,225,50,1,909.0,10,818.1
401,225,43,1,1379.0,0,1379.0
402,226,13,1,449.0,0,449.0
403,227,11,1,949.0,0,949.0
404,228,35,1,389.0,0,389.0
405,228,23,1,1919.0,15,1631.15
406,228,36,1,489.0,10,440.1
407,228,21,1,1429.0,5,1357.55
408,229,35,1,389.0,0,389.0
409,229,29,1,2439.0,0,2439.0
410,230,26,1,1159.0,0,1159.0
411,231,13,1,449.0,10,404.1
412,232,45,1,2579.0,10,2321.1
413,232,30,1,599.0,10,539.1
414,232,7,1,919.0,5,873.05
415,232,20,1,1729.0,0,1729.0
416,233,24,1,1159.0,0,1159.0
417,234,31,1,959.0,0,959.0
418,235,23,2,1919.0,5,3646.1
419,235,39,1,739.0,5,702.05
420,236,42,1,1809.0,0,1809.0
421,237,16,1,1049.0,0,1049.0
422,237,40,1,529.0,0,529.0
423,238,45,3,2579.0,5,7350.15
424,239,16,1,1049.0,0,1049.0
425,240,32,2,499.0,0,998.0
426,241,12,1,1629.0,0,1629.0
427,241,20,1,1729.0,0,1729.0
428,241,26,2,1159.0,10,2086.2
429,242,6,1,2589.0,15,2200.65
430,242,14,2,1879.0,5,3570.1
431,242,9,1,739.0,0,739.0
432,242,38,1,909.0,0,909.0
433,243,37,1,929.0,0,929.0
434,244,44,1,2559.0,0,2559.0
435,245,6,1,2589.0,5,2459.55
436,246,36,1,489.0,20,391.2
437,247,8,1,2629.0,0,2629.0
438,247,19,1,339.0,10,305.1
439,247,2,1,759.0,0,759.0
440,248,35,1,389.0,10,350.1
441,248,14,1,1879.0,5,1785.05
442,249,27,1,2319.0,0,2319.0
443,250,10,1,989.0,15,840.65
444,250,47,3,619.0,10,1671.3
445,251,30,1,599.0,5,569.05
446,251,45,3,2579.0,0,7737.0
447,252,29,1,2439.0,0,2439.0
448,252,25,1,2249.0,0,2249.0
449,253,46,2,1669.0,0,3338.0
450,253,33,1,1149.0,15,976.65
451,254,46,1,1669.0,0,1669.0
452,255,34,2,1229.0,10,2212.2
453,255,49,2,659.0,5,1252.1
454,256,31,1,959.0,10,863.1
455,256,41,1,1199.0,10,1079.1
456,256,48,1,769.0,10,692.1
457,257,50,1,909.0,5,863.55
458,257,1,1,2449.0,15,2081.65
459,257,31,1,959.0,5,911.05
460,258,19,1,339.0,0,339.0
461,259,47,1,619.0,10,557.1
462,260,37,1,929.0,10,836.1
463,260,4,1,2979.0,0,2979.0
464,261,5,2,1309.0,15,2225.3
465,262,17,3,1929.0,0,5787.0
466,262,1,1,2449.0,0,2449.0
467,262,48,1,769.0,5,730.55
468,263,17,2,1929.0,0,3858.0
469,263,45,1,2579.0,5,2450.05
470,263,16,1,1049.0,0,1049.0
471,263,32,1,499.0,20,399.2
472,264,32,1,499.0,0,499.0
473,264,49,1,659.0,10,593.1
474,264,27,1,2319.0,10,2087.1
475,264,50,1,909.0,0,909.0
476,265,8,1,2629.0,0,2629.0
477,266,49,1,659.0,10,593.1
478,266,35,1,389.0,0,389.0
479,266,15,1,1289.0,0,1289.0
480,266,25,3,2249.0,5,6409.65
481,267,25,1,2249.0,10,2024.1
482,268,28,1,909.0,5,863.55
483,269,17,1,1929.0,10,1736.1
484,270,47,1,619.0,5,588.05
485,270,44,1,2559.0,0,2559.0
486,271,36,1,489.0,10,440.1
487,271,1,1,2449.0,10,2204.1
488,272,29,1,2439.0,0,2439.0
489,272,23,1,1919.0,0,1919.0
490,272,15,1,1289.0,0,1289.0
491,272,47,1,619.0,0,619.0
492,273,8,1,2629.0,0,2629.0
493,273,6,1,2589.0,10,2330.1
494,273,39,1,739.0,15,628.15
495,274,30,1,599.0,10,539.1
496,275,50,1,909.0,15,772.65
497,275,28,1,909.0,10,818.1
498,275,45,1,2579.0,0,2579.0
499,276,25,1,2249.0,20,1799.2
500,276,22,2,699.0,0,1398.0
501,277,13,1,449.0,0,449.0
502,277,40,1,529.0,5,502.55
503,277,26,1,1159.0,0,1159.0
504,278,29,1,2439.0,10,2195.1
505,279,17,1,1929.0,0,1929.0
506,279,50,1,909.0,15,772.65
507,280,43,1,1379.0,0,1379.0
508,281,1,1,2449.0,15,2081.65
509,281,33,1,1149.0,5,1091.55
510,281,46,1,1669.0,0,1669.0
511,282,45,1,2579.0,0,2579.0
512,282,50,1,909.0,5,863.55
513,282,31,1,959.0,20,767.2
514,283,42,1,1809.0,0,1809.0
515,284,19,1,339.0,0,339.0
516,284,42,3,1809.0,5,5155.65
517,285,7,1,919.0,5,873.05
518,286,48,1,769.0,0,769.0
519,286,13,1,449.0,0,449.0
520,286,9,1,739.0,20,591.2
521,287,42,1,1809.0,0,1809.0
522,288,47,1,619.0,0,619.0
523,288,3,2,1099.0,10,1978.2
524,288,26,1,1159.0,10,1043.1
525,289,48,1,769.0,0,769.0
526,289,38,1,909.0,0,909.0
527,290,40,1,529.0,0,529.0
528,290,3,1,1099.0,5,1044.05
529,291,7,1,919.0,5,873.05
530,292,8,1,2629.0,5,2497.55
531,292,32,1,499.0,5,474.05
532,293,48,1,769.0,0,769.0
533,293,44,1,2559.0,10,2303.1
534,293,26,1,1159.0,5,1101.05
535,293,21,1,1429.0,0,1429.0
536,294,8,1,2629.0,0,2629.0
537,295,29,1,2439.0,15,2073.15
538,295,16,1,1049.0,0,1049.0
539,296,2,1,759.0,0,759.0
540,296,32,1,499.0,0,499.0
541,296,6,1,2589.0,0,2589.0
542,297,31,1,959.0,10,863.1
543,298,27,1,2319.0,0,2319.0
544,299,46,1,1669.0,5,1585.55
545,300,27,2,2319.0,0,4638.0
546,300,1,1,2449.0,0,2449.0
547,300,36,1,489.0,5,464.55
548,301,35,1,389.0,0,389.0
549,301,33,1,1149.0,10,1034.1
550,302,10,1,989.0,10,890.1
551,302,44,1,2559.0,15,2175.15
552,303,4,1,2979.0,5,2830.05
553,304,49,1,659.0,0,659.0
554,304,30,2,599.0,0,1198.0
555,304,3,1,1099.0,5,1044.05
556,305,16,1,1049.0,10,944.1
557,306,21,2,1429.0,0,2858.0
558,307,27,1,2319.0,0,2319.0
559,307,13,1,449.0,0,449.0
560,308,10,2,989.0,0,1978.0
561,309,47,1,619.0,0,619.0
562,310,45,1,2579.0,0,2579.0
563,310,37,2,929.0,0,1858.0
564,311,15,1,1289.0,15,1095.65
565,312,37,1,929.0,0,929.0
566,312,36,1,489.0,15,415.65
567,312,15,1,1289.0,5,1224.55
568,313,1,1,2449.0,10,2204.1
569,314,38,1,909.0,15,772.65
570,314,10,1,989.0,15,840.65
571,315,50,1,909.0,5,863.55
572,316,45,1,2579.0,5,2450.05
573,316,7,1,919.0,0,919.0
574,316,29,2,2439.0,10,4390.2
575,317,42,1,1809.0,20,1447.2
576,318,30,1,599.0,5,569.05
577,318,37,3,929.0,20,2229.6
578,318,48,1,769.0,5,730.55
579,319,24,1,1159.0,5,1101.05
580,319,41,1,1199.0,5,1139.05
581,320,3,1,1099.0,0,1099.0
582,321,14,1,1879.0,5,1785.05
583,321,44,1,2559.0,0,2559.0
584,321,6,1,2589.0,15,2200.65
585,322,40,1,529.0,0,529.0
586,323,36,1,489.0,10,440.1
587,323,46,1,1669.0,0,1669.0
588,324,48,1,769.0,5,730.55
589,324,49,1,659.0,20,527.2
590,325,18,1,1129.0,5,1072.55
591,326,29,1,2439.0,5,2317.05
592,327,35,1,389.0,5,369.55
593,327,19,1,339.0,0,339.0
594,328,6,2,2589.0,0,5178.0
595,328,26,1,1159.0,20,927.2
596,328,12,2,1629.0,0,3258.0
597,329,14,1,1879.0,5,1785.05
598,330,9,1,739.0,5,702.05
599,331,13,1,449.0,15,381.65
600,331,5,1,1309.0,0,1309.0
601,331,2,1,759.0,15,645.15
602,332,21,1,1429.0,5,1357.55
603,333,20,1,1729.0,0,1729.0
604,334,50,1,909.0,0,909.0
605,334,4,1,2979.0,5,2830.05
606,334,10,1,989.0,0,989.0
607,335,12,1,1629.0,10,1466.1
608,336,21,1,1429.0,0,1429.0
609,336,37,1,929.0,0,929.0
610,337,21,1,1429.0,20,1143.2
611,338,35,1,389.0,0,389.0
612,339,30,1,599.0,0,599.0
613,339,21,1,1429.0,20,1143.2
614,340,19,1,339.0,20,271.2
615,341,22,1,699.0,0,699.0
616,341,45,1,2579.0,5,2450.05
617,342,2,1,759.0,10,683.1
618,342,26,1,1159.0,0,1159.0
619,342,40,1,529.0,0,529.0
620,343,15,1,1289.0,10,1160.1
621,344,29,1,2439.0,10,2195.1
622,345,39,1,739.0,0,739.0
623,345,33,2,1149.0,0,2298.0
624,345,4,1,2979.0,15,2532.15
625,345,43,1,1379.0,0,1379.0
626,346,29,3,2439.0,0,7317.0
627,346,36,1,489.0,10,440.1
628,347,19,1,339.0,0,339.0
629,348,38,1,909.0,0,909.0
630,348,39,1,739.0,5,702.05
631,348,6,1,2589.0,15,2200.65
632,348,10,1,989.0,20,791.2
633,349,27,1,2319.0,5,2203.05
634,350,37,1,929.0,15,789.65
635,350,49,1,659.0,0,659.0
636,351,20,2,1729.0,10,3112.2
637,352,2,1,759.0,0,759.0
638,352,1,1,2449.0,20,1959.2
639,352,10,1,989.0,10,890.1
640,353,27,1,2319.0,5,2203.05
641,353,12,1,1629.0,10,1466.1
642,354,5,2,1309.0,10,2356.2
643,354,39,1,739.0,5,702.05
644,355,45,1,2579.0,10,2321.1
645,356,17,1,1929.0,0,1929.0
646,357,9,1,739.0,0,739.0
647,358,23,1,1919.0,0,1919.0
648,359,13,1,449.0,10,404.1
649,360,21,1,1429.0,10,1286.1
650,360,44,1,2559.0,10,2303.1
651,360,20,1,1729.0,0,1729.0
652,360,18,1,1129.0,5,1072.55
653,361,50,1,909.0,0,909.0
654,361,32,1,499.0,15,424.15
655,361,27,1,2319.0,0,2319.0
656,362,36,1,489.0,5,464.55
657,363,9,1,739.0,15,628.15
658,364,29,1,2439.0,15,2073.15
659,365,8,1,2629.0,0,2629.0
660,366,9,1,739.0,0,739.0
661,366,6,1,2589.0,10,2330.1
662,367,28,1,909.0,0,909.0
663,367,3,1,1099.0,0,1099.0
664,368,5,1,1309.0,0,1309.0
665,369,14,2,1879.0,5,3570.1
666,370,10,2,989.0,10,1780.2
667,371,33,1,1149.0,10,1034.1
668,372,38,1,909.0,10,818.1
669,373,49,1,659.0,5,626.05
670,374,31,1,959.0,0,959.0
671,375,23,1,1919.0,20,1535.2
672,376,49,1,659.0,20,527.2
673,377,49,1,659.0,10,593.1
674,377,24,3,1159.0,5,3303.15
675,378,19,1,339.0,5,322.05
676,379,36,1,489.0,0,489.0
677,379,27,1,2319.0,15,1971.15
678,380,44,1,2559.0,0,2559.0
679,380,24,1,1159.0,20,927.2
680,381,43,1,1379.0,0,1379.0
681,381,44,1,2559.0,0,2559.0
682,381,6,1,2589.0,10,2330.1
683,382,5,1,1309.0,20,1047.2
684,382,24,1,1159.0,0,1159.0
685,383,32,1,499.0,0,499.0
686,384,43,1,1379.0,5,1310.05
687,385,30,1,599.0,0,599.0
688,385,7,1,919.0,5,873.05
689,386,48,1,769.0,0,769.0
690,387,25,3,2249.0,5,6409.65
691,388,49,3,659.0,10,1779.3
692,388,5,1,1309.0,5,1243.55
693,389,32,1,499.0,0,499.0
694,389,33,2,1149.0,0,2298.0
695,390,8,1,2629.0,5,2497.55
696,390,25,1,2249.0,15,1911.65
697,391,43,1,1379.0,15,1172.15
698,392,20,1,1729.0,5,1642.55
699,392,46,1,1669.0,0,1669.0
700,392,25,1,2249.0,10,2024.1
701,393,4,1,2979.0,0,2979.0
702,393,26,1,1159.0,5,1101.05
703,394,19,1,339.0,0,339.0
704,395,23,1,1919.0,10,1727.1
705,395,48,1,769.0,5,730.55
706,395,38,1,909.0,0,909.0
707,395,2,1,759.0,0,759.0
708,396,16,1,1049.0,0,1049.0
709,396,42,1,1809.0,0,1809.0
710,397,35,1,389.0,0,389.0
711,398,27,1,2319.0,0,2319.0
712,399,37,1,929.0,0,929.0
713,399,25,1,2249.0,0,2249.0
714,400,32,1,499.0,10,449.1
715,400,33,1,1149.0,10,1034.1
716,401,13,1,449.0,5,426.55
717,401,32,1,499.0,20,399.2
718,402,20,1,1729.0,0,1729.0
719,402,37,1,929.0,0,929.0
720,403,22,1,699.0,0,699.0
721,404,42,1,1809.0,10,1628.1
722,405,27,1,2319.0,0,2319.0
723,406,2,1,759.0,10,683.1
724,406,41,1,1199.0,15,1019.15
725,407,30,1,599.0,0,599.0
726,408,13,1,449.0,0,449.0
727,409,20,1,1729.0,0,1729.0
